     ;red;green;blue;x;x
2509;79;209;27;2509;x
2510;86;51;234;2510;x
2511;248;198;85;2511;x
2512;235;204;19;2512;x
2513;170;228;142;2513;x
2514;83;130;62;2514;x
2515;83;201;49;2515;x
2516;234;132;162;2516;x
2517;139;190;36;2517;x
2518;27;88;165;2518;x
2519;187;246;190;2519;x
2520;223;228;36;2520;x
2521;155;116;47;2521;x
2522;177;118;63;2522;x
2523;112;65;202;2523;x
2524;145;248;199;2524;x
2525;4;31;159;2525;x
2526;31;198;34;2526;x
2527;123;3;3;Last Astrallah;x
2528;225;247;226;First Krishan;x
2529;139;110;46;2529;x
2530;118;220;237;2530;x
2531;196;94;64;2531;x
2532;1;72;76;2532;x
2533;57;28;109;2533;x
2534;137;8;120;2534;x
2535;198;79;30;2535;x
2536;159;60;30;2536;x
2537;170;233;26;2537;x
2538;229;15;162;2538;x
2539;61;92;11;2539;x
2540;147;32;47;2540;x
2541;112;59;10;2541;x
2542;57;67;174;2542;x
2543;6;176;43;2543;x
2544;72;99;246;2544;x
2545;28;131;191;2545;x
2546;133;226;148;2546;x
2547;162;102;228;2547;x
2548;207;15;194;2548;x
2549;62;168;169;2549;x
2550;123;28;208;2550;x
2551;163;63;222;2551;x
2552;188;180;56;2552;x
2553;185;48;225;2553;x
2554;6;62;198;2554;x
2555;209;12;132;2555;x
2556;211;132;250;2556;x
2557;29;83;51;2557;x
2558;97;30;27;2558;x
2559;19;229;48;2559;x
2560;218;63;224;2560;x
2561;235;4;63;2561;x
2562;40;108;110;2562;x
2563;163;238;103;2563;x
2564;182;86;47;2564;x
2565;54;115;119;2565;x
2566;243;227;167;2566;x
2567;92;240;203;2567;x
2568;199;47;141;2568;x
2569;135;209;242;2569;x
2570;72;99;6;2570;x
2571;186;156;196;2571;x
2572;42;172;147;2572;x
2573;176;140;219;2573;x
2574;127;204;59;2574;x
2575;221;149;87;2575;x
2576;66;140;152;2576;x
2577;245;38;148;2577;x
2578;41;147;216;2578;x
2579;31;219;137;2579;x
2580;60;223;57;2580;x
2581;227;245;59;2581;x
2582;134;174;5;2582;x
2583;3;39;255;2583;x
2584;161;186;108;2584;x
2585;167;220;55;2585;x
2586;28;222;93;2586;x
2587;219;3;51;2587;x
2588;34;90;155;2588;x
2589;241;21;46;2589;x
2590;7;142;52;2590;x
2591;125;41;220;2591;x
2592;203;35;95;2592;x
2593;152;157;47;2593;x
2594;152;45;236;2594;x
2595;223;48;173;2595;x
2596;239;18;145;2596;x
2597;190;51;100;2597;x
2598;222;220;232;2598;x
2599;254;187;49;2599;x
2600;97;218;96;2600;x
2601;141;123;155;2601;x
2602;104;200;248;2602;x
2603;174;34;49;2603;x
2604;54;221;8;2604;x
2605;159;25;57;2605;x
2606;132;147;64;2606;x
2607;238;63;56;2607;x
2608;162;158;102;2608;x
2609;199;23;61;2609;x
2610;182;140;117;2610;x
2611;41;182;183;2611;x
2612;101;101;94;2612;x
2613;88;186;178;Last  Krishan;x
2614;98;31;196;First Kamal;x
2615;4;72;169;2615;x
2616;237;154;7;2616;x
2617;99;37;221;2617;x
2618;128;225;18;2618;x
2619;23;92;124;2619;x
2620;98;199;218;2620;x
2621;65;192;209;2621;x
2622;45;126;92;2622;x
2623;116;40;82;2623;x
2624;183;242;59;2624;x
2625;230;166;100;2625;x
2626;247;236;11;2626;x
2627;6;226;182;2627;x
2628;61;218;203;2628;x
2629;105;21;225;2629;x
2630;204;125;71;2630;x
2631;211;69;216;2631;x
2632;213;123;25;2632;x
2633;191;90;230;2633;x
2634;147;248;159;2634;x
2635;173;77;10;2635;x
2636;238;174;141;2636;x
2637;45;18;6;2637;x
2638;19;90;179;2638;x
2639;101;208;247;2639;x
2640;165;91;124;2640;x
2641;179;124;136;2641;x
2642;185;105;17;2642;x
2643;87;68;139;2643;x
2644;71;217;175;2644;x
2645;151;232;181;2645;x
2646;250;252;246;2646;x
2647;39;53;134;2647;x
2648;241;243;118;2648;x
2649;174;57;160;2649;x
2650;238;55;245;2650;x
2651;1;146;79;2651;x
2652;221;219;126;2652;x
2653;218;35;116;2653;x
2654;169;76;33;2654;x
2655;104;31;50;2655;x
2656;224;136;187;2656;x
2657;89;215;39;2657;x
2658;227;242;113;2658;x
2659;101;62;97;2659;x
2660;74;240;180;2660;x
2661;39;35;71;2661;x
2662;165;173;31;2662;x
2663;29;22;193;2663;x
2664;71;44;92;2664;x
2665;186;28;254;2665;x
2666;242;137;249;2666;x
2667;165;65;7;2667;x
2668;148;15;146;2668;x
2669;49;81;150;2669;x
2670;81;122;51;2670;x
2671;251;5;88;2671;x
2672;216;184;73;2672;x
2673;114;194;51;2673;x
2674;63;57;120;2674;x
2675;181;138;126;2675;x
2676;20;32;182;2676;x
2677;55;85;198;2677;x
2678;221;55;68;2678;x
2679;207;52;52;2679;x
2680;113;82;110;2680;x
2681;152;253;236;2681;x
2682;177;200;200;2682;x
2683;70;105;250;2683;x
2684;162;17;82;2684;x
2685;126;247;183;2685;x
2686;176;237;83;2686;x
2687;185;115;179;2687;x
2688;172;107;110;2688;x
2689;150;246;113;2689;x
2690;186;113;49;2690;x
2691;172;113;139;2691;x
2692;222;28;123;2692;x
2693;52;136;92;2693;x
2694;188;254;241;2694;x
2695;67;166;187;2695;x
2696;209;82;135;2696;x
2697;152;213;91;2697;x
2698;188;99;32;2698;x
2699;228;235;137;2699;x
2700;9;227;17;2700;x
2701;213;3;227;2701;x
2702;151;51;243;2702;x
2703;234;213;139;2703;x
2704;38;72;57;2704;x
2705;150;223;102;2705;x
2706;158;242;19;2706;x
2707;56;73;33;2707;x
2708;66;220;71;2708;x
2709;172;217;122;2709;x
2710;225;88;41;2710;x
2711;180;243;178;2711;x
2712;14;20;162;2712;x
2713;83;37;147;2713;x
2714;199;145;200;2714;x
2715;238;143;178;2715;x
2716;191;191;166;2716;x
2717;206;250;51;2717;x
2718;149;144;242;2718;x
2719;123;122;185;2719;x
2720;97;160;244;2720;x
2721;9;105;235;2721;x
2722;161;197;205;2722;x
2723;214;92;126;2723;x
2724;21;243;194;2724;x
2725;11;19;194;2725;x
2726;62;204;246;2726;x
2727;205;18;238;2727;x
2728;197;127;80;2728;x
2729;101;89;130;2729;x
2730;161;41;165;2730;x
2731;137;62;185;2731;x
2732;61;183;80;2732;x
2733;176;16;227;2733;x
2734;97;133;18;last Kamal;x
2735;226;226;129;First onkey isles;x
2736;196;228;35;2736;x
2737;131;189;94;2737;x
2738;5;67;216;2738;x
2739;118;152;0;2739;x
2740;111;50;125;2740;x
2741;98;182;198;2741;x
2742;186;213;110;2742;x
2743;126;16;53;2743;x
2744;109;165;112;2744;x
2745;210;36;187;2745;x
2746;89;33;185;2746;x
2747;225;88;133;2747;x
2748;25;1;65;2748;x
2749;97;141;84;2749;x
2750;148;41;32;2750;x
2751;243;229;245;2751;x
2752;176;241;32;2752;x
2753;114;246;68;2753;x
2754;103;52;54;2754;x
2755;1;162;191;2755;x
2756;87;93;179;2756;x
2757;55;38;22;2757;x
2758;177;224;224;2758;x
2759;247;115;188;2759;x
2760;172;126;21;2760;x
2761;227;168;169;2761;x
2762;61;32;67;2762;x
2763;40;172;189;2763;x
2764;32;61;32;2764;x
2765;222;147;129;2765;x
2766;65;183;234;2766;x
2767;78;29;10;2767;x
2768;219;98;43;2768;x
2769;152;216;67;2769;x
2770;110;121;91;2770;x
2771;149;90;14;2771;x
2772;215;75;86;2772;x
2773;216;191;35;2773;x
2774;52;220;111;2774;x
2775;200;22;215;2775;x
2776;120;111;109;2776;x
2777;240;170;94;2777;x
2778;223;211;70;2778;x
2779;183;73;215;2779;x
2780;230;175;101;2780;x
2781;152;193;182;2781;x
2782;3;106;141;2782;x
2783;39;31;25;2783;x
2784;153;144;193;2784;x
2785;57;147;85;2785;x
2786;41;75;145;2786;x
2787;33;2;41;2787;x
2788;140;32;21;2788;x
2789;231;14;23;2789;x
2790;122;151;121;2790;x
2791;161;178;194;2791;x
2792;26;136;10;2792;x
2793;8;238;29;2793;x
2794;132;181;127;2794;x
2795;133;72;144;2795;x
2796;108;17;65;2796;x
2797;228;82;154;2797;x
2798;249;71;148;2798;x
2799;14;207;118;2799;x
2800;66;84;102;2800;x
2801;177;11;241;2801;x
2802;28;125;17;2802;x
2803;183;70;16;2803;x
2804;212;108;141;2804;x
2805;88;83;140;2805;x
2806;3;221;77;2806;x
2807;248;42;171;2807;x
2808;121;165;152;2808;x
2809;166;193;44;2809;x
2810;210;135;180;2810;x
2811;58;9;65;2811;x
2812;159;11;147;2812;x
2813;16;11;110;2813;x
2814;158;4;140;2814;x
2815;132;41;164;2815;x
2816;87;133;179;2816;x
2817;119;132;219;2817;x
2818;53;168;15;2818;x
2819;228;177;184;2819;x
2820;189;175;214;2820;x
2821;177;130;145;2821;x
2822;74;105;31;2822;x
2823;165;166;85;2823;x
2824;163;47;219;2824;x
2825;117;86;201;2825;x
2826;250;223;109;2826;x
2827;97;225;203;2827;x
2828;75;104;216;2828;x
2829;191;234;11;2829;x
2830;204;106;140;2830;x
2831;241;92;28;2831;x
2832;59;149;47;2832;x
2833;250;6;9;2833;x
2834;181;174;135;2834;x
2835;48;154;107;2835;x
2836;184;118;112;2836;x
2837;42;167;4;2837;x
2838;217;216;194;2838;x
2839;51;140;48;2839;x
2840;57;44;155;2840;x
2841;218;175;137;2841;x
2842;135;25;222;2842;x
2843;1;162;191;2843;x
2844;180;213;175;2844;x
2845;126;130;140;2845;x
2846;247;242;4;2846;x
2847;20;31;146;2847;x
2848;168;37;32;2848;x
2849;120;152;251;2849;x
2850;78;168;138;2850;x
2851;250;71;98;2851;x
2852;112;229;41;2852;x
2853;46;202;181;2853;x
2854;205;119;160;2854;x
2855;93;161;148;2855;x
2856;111;57;204;2856;x
2857;225;99;213;2857;x
2858;64;113;213;2858;x
2859;179;226;48;2859;x
2860;97;124;248;2860;x
2861;245;68;200;2861;x
2862;153;61;14;2862;x
2863;226;76;53;2863;x
2864;187;12;250;2864;x
2865;177;209;209;2865;x
2866;12;65;22;2866;x
2867;110;106;82;2867;x
2868;176;250;250;2868;x
2869;234;76;46;2869;x
2870;252;167;212;2870;x
2871;178;20;248;2871;x
2872;52;22;1;2872;x
2873;35;53;11;2873;x
2874;164;146;101;2874;x
2875;133;7;89;2875;x
2876;163;11;13;2876;x
2877;44;28;58;2877;x
2878;168;111;190;2878;x
2879;23;102;155;2879;x
2880;215;155;127;2880;x
2881;41;157;64;2881;x
2882;117;7;139;2882;x
2883;153;103;185;2883;x
2884;125;162;217;2884;x
2885;16;145;136;2885;x
2886;18;199;22;2886;x
2887;207;112;89;2887;x
2888;102;90;17;2888;x
2889;238;35;111;2889;x
2890;253;33;73;2890;x
2891;30;78;97;2891;x
2892;40;11;47;2892;x
2893;23;107;243;2893;x
2894;99;202;226;2894;x
2895;91;86;134;2895;x
2896;179;91;178;2896;x
2897;228;219;167;2897;x
2898;116;104;109;2898;x
2899;183;197;249;2899;x
2900;22;91;46;2900;x
2901;234;40;94;2901;x
2902;50;153;130;2902;x
2903;175;237;144;2903;x
2904;178;151;151;2904;x
2905;238;135;87;2905;x
2906;84;180;205;2906;x
2907;165;24;208;2907;x
2908;55;216;99;2908;x
2909;183;204;212;2909;x
2910;202;205;251;2910;x
2911;234;206;141;2911;x
2912;214;21;75;2912;x
2913;80;16;173;2913;x
2914;241;48;206;2914;x
2915;212;11;126;2915;x
2916;100;35;192;2916;x
2917;10;81;236;2917;x
2918;55;34;181;2918;x
2919;92;68;76;2919;x
2920;8;117;212;2920;x
2921;122;101;41;2921;x
2922;130;173;168;2922;x
2923;79;156;121;2923;x
2924;12;151;55;2924;x
2925;245;174;78;2925;x
2926;117;121;66;2926;x
2927;128;201;252;2927;x
2928;44;123;81;2928;x
2929;198;51;24;2929;x
2930;29;53;213;2930;x
2931;81;184;53;2931;x
2932;106;32;247;2932;x
2933;217;213;87;2933;x
2934;138;214;72;2934;x
2935;102;207;107;2935;x
2936;122;226;133;2936;x
2937;147;70;115;2937;x
2938;138;118;86;2938;x
2939;39;149;254;2939;x
2940;14;218;85;2940;x
2941;203;52;113;2941;x
2942;171;221;208;2942;x
2943;224;199;250;2943;x
2944;185;213;227;2944;x
2945;166;51;15;2945;x
2946;10;247;129;2946;x
2947;239;6;227;2947;x
2948;121;110;168;2948;x
2949;48;120;11;2949;x
2950;190;138;65;2950;x
2951;150;13;73;2951;x
2952;135;24;96;2952;x
2953;102;20;112;2953;x
2954;94;18;163;2954;x
2955;219;244;111;2955;x
2956;78;78;38;2956;x
2957;146;94;107;2957;x
2958;168;203;220;2958;x
2959;153;237;21;2959;x
2960;130;13;207;2960;x
2961;95;88;224;2961;x
2962;2;83;154;2962;x
2963;175;88;49;2963;x
2964;164;84;95;2964;x
2965;116;175;38;2965;x
2966;132;184;147;2966;x
2967;89;221;93;2967;x
2968;156;222;231;2968;x
2969;107;187;216;2969;x
2970;20;129;243;2970;x
2971;30;93;41;2971;x
2972;3;128;89;2972;x
2973;197;99;238;2973;x
2974;79;148;120;2974;x
2975;116;237;76;2975;x
2976;93;96;96;2976;x
2977;206;240;110;2977;x
2978;91;110;210;2978;x
2979;40;78;79;2979;x
2980;88;145;156;2980;x
2981;222;2;57;2981;x
2982;51;203;52;2982;x
2983;167;255;241;2983;x
2984;111;49;157;2984;x
2985;126;138;159;2985;x
2986;225;253;20;2986;x
2987;69;43;244;2987;x
2988;181;158;55;2988;x
2989;52;80;168;2989;x
2990;254;161;70;2990;x
2991;235;242;138;2991;x
2992;42;32;51;2992;x
2993;197;210;126;2993;x
2994;91;169;247;2994;x
2995;101;177;114;2995;x
2996;48;251;106;2996;x
2997;210;118;24;2997;x
2998;250;226;232;2998;x
2999;137;233;64;2999;x
3000;179;60;90;Last monkey Isles;x
3001;48;48;48;Atmora;x
3002;49;49;49;Mount Anthor;x
3003;50;50;50;Shearpoint;x
3004;51;51;51;Eldersblood Peak;x
3005;52;52;52;Bleak Falls Mountains;x
3006;53,53,53;Throat of the World;x;;
3007;54;54;54;Western Jerall Mountains;x
3008;55,55,55;Eastern Jerall Mountains;x
3009;56;56;56;Velothi Mountains;x
3010;57;57;57;North Cheydnal Mountains;x
3011;58;58;58;South Cheydnal Mountains;
3012;59;59;59;North Valus Mountains;x
3013;60;60;60;South Valus Mountains;x
3014;61;61;61;Murkmire;x
3015;62;62;62;Red Mountain;x
3016;63;63;63;Northern Highlands;x
3017;64;64;64;Southern Highlands;x
3018;65;65;65;Corten Mont;x
3019;66;66;66;Alikir Desert;x
3020;67;67;67;West Dragontail Mountains;x
3021;68;68;68;East Dragontail Mountains;x
3022;69;69;69;Drudach Mountains;x
3023;70;70;70;Stornhelm Mountains;x
3024;71;71;71;Daggerfall Mountains;x
3025;72;72;72;Kazmiral;x
3026;73;73;73;Zorthruman;x
3027;74;74;74;Aquanian Desert;x
3028;75;75;75;Mazkrunud;x
3029;76;76;76;Kaznamar;x
3030;77;77;77;Groz-Norum;x
3031;78;78;78;Krass Mirtul;x
3032;79;79;79;Malsakrah;x
3033;80;80;80;Dead Coast;x
3034;81;81;81;Drasaphar;x
3035;82;82;82;Septhras Mountains;x
3036;83;83;83;Eastern Grey Mountains;x
3037;84;84;84;Central Grey Mountains;x
3038;85;85;85;Western Grey Mountains;x
3039;86;86;86;North Hijim Mountains;x
3039;87;87;87;South Hijim Mountains;x
3040;88;88;88;Mount Lamhi;x
3041;89;89;89;Honlam Mountains;x
3042;90;90;90;North Korzaad;x
3043;91;91;91;South Korzaad;x
3044;92;92;92;Mizidir Wastes;x
3045;93;93;93;Kastrav Mountains;x
3046;94;94;94;Peadonay Mountains;x
3047;133;107;126;Vinedusk;x
3048;233;189;16;Marbuk Field;x
3049;211;38;149;Wonderrush (M);x
3050;10;70;95;Marbuk;x
3051;60;250;14;Barkbite Stronghold;x
3052;231;220;32;Meadow Run;x
3053;193;255;88;Marathorin;x
3054;8;3;95;Reman's Bluff;x
3055;137;92;16;Moonmont;x
3056;11;129;217;Lynpan March;x
3057;149;127;210;Fort Crowfeather;x
#The Far Sea;;;;;
3058;30;179;182;FIRST OCEAN;x
3059;58;92;184;3059;x
3060;39;141;218;3060;x
3061;40;128;235;3061;x
3062;28;148;207;3062;x
3063;21;85;131;3063;x
3064;78;157;142;3064;x
3065;22;169;207;3065;x
3066;57;169;183;3066;x
3067;33;109;232;3067;x
3068;86;87;159;3068;x
3069;25;193;121;3069;x
3070;86;117;188;3070;x
3071;68;148;189;3071;x
3072;65;100;229;3072;x
3073;54;119;185;3073;x
3074;23;150;221;3074;x
3075;89;152;176;3075;x
3076;133;183;112;3076;x
3077;82;155;111;3077;x
3078;75;191;229;3078;x
3079;133;88;223;3079;x
3080;83;83;156;3080;x
3081;64;147;126;3081;x
3082;53;118;161;3082;x
3083;73;141;135;3083;x
3084;28;183;185;3084;x
3085;124;92;184;3085;x
3086;132;154;126;3086;x
3087;116;78;110;3087;x
3088;99;151;221;3088;x
3089;37;182;221;3089;x
3090;57;141;202;3090;x
3091;102;75;159;3091;x
3092;106;105;113;3092;x
3093;137;184;171;3093;x
3094;40;132;196;3094;x
3095;102;144;185;3095;x
3096;139;70;207;3096;x
3097;132;107;160;3097;x
3098;118;171;157;3098;x
3099;134;181;136;3099;x
3100;45;149;135;3100;x
3101;115;83;199;3101;x
3102;43;191;184;3102;x
3103;89;99;155;3103;x
3104;91;104;176;3104;x
3105;17;79;179;3105;x
3106;114;167;228;3106;x
3107;22;183;188;3107;x
3108;107;158;180;3108;x
3109;91;117;147;3109;x
3110;16;117;125;3110;x
3111;55;84;127;3111;x
3112;90;129;111;3112;x
3113;54;132;213;3113;x
3114;26;88;134;3114;x
3115;67;141;128;3115;x
3116;68;166;185;3116;x
3117;101;188;166;3117;x
3118;19;137;147;3118;x
3119;139;95;169;3119;x
3120;113;110;182;3120;x
3121;36;89;204;3121;x
3122;13;113;120;3122;x
3123;34;91;167;3123;x
3124;106;85;128;3124;x
3125;42;180;169;3125;x
3126;121;135;215;3126;x
3127;110;154;146;3127;x
3128;79;85;150;3128;x
3129;100;101;216;3129;x
3130;49;148;191;3130;x
3131;124;146;186;3131;x
3132;111;153;231;3132;x
3133;123;109;211;3133;x
3134;131;154;159;3134;x
3135;66;191;218;3135;x
3136;44;93;161;3136;x
3137;118;163;237;3137;x
3138;120;171;160;3138;x
3139;99;115;120;3139;x
3140;63;192;174;3140;x
3141;54;125;113;3141;x
3142;133;135;207;3142;x
3143;111;135;187;3143;x
3144;65;88;179;3144;x
3145;59;78;143;3145;x
3146;49;96;151;3146;x
3147;96;188;126;3147;x
3148;52;163;156;3148;x
3149;61;135;198;3149;x
3150;25;154;123;3150;x
3151;139;137;207;3151;x
3152;63;98;172;3152;x
3153;97;165;209;3153;x
3154;17;170;182;3154;x
3155;16;104;232;3155;x
3156;53;92;168;3156;x
3157;69;194;138;3157;x
3158;80;104;226;3158;x
3159;43;161;219;3159;x
3160;38;108;235;3160;x
3161;73;164;175;3161;x
3162;129;89;174;3162;x
3163;99;80;216;3163;x
3164;111;122;154;3164;x
3165;57;185;159;3165;x
3166;18;125;174;3166;x
3167;37;161;237;3167;x
3168;26;141;126;3168;x
3169;126;110;146;3169;x
3170;82;79;124;3170;x
3171;98;176;128;3171;x
3172;45;144;148;3172;x
3173;81;74;148;3173;x
3174;97;164;234;3174;x
3175;103;143;119;3175;x
3176;19;190;193;3176;x
3177;14;74;181;3177;x
3178;31;139;145;3178;x
3179;125;80;203;3179;x
3180;134;109;131;3180;x
3181;19;181;114;3181;x
3182;75;91;123;3182;x
3183;123;144;132;3183;x
3184;30;89;146;3184;x
3185;61;153;219;3185;x
3186;57;163;222;3186;x
3187;137;88;120;3187;x
3188;140;155;219;3188;x
3189;124;159;155;3189;x
3190;85;167;206;3190;x
3191;127;192;218;3191;x
3192;115;90;213;3192;x
3193;27;179;211;3193;x
3194;138;101;221;3194;x
3195;119;124;183;3195;x
3196;79;192;181;3196;x
3197;113;164;198;3197;x
3198;36;141;212;3198;x
3199;102;125;189;3199;x
3200;58;132;214;3200;x
3201;16;151;113;3201;x
3202;105;122;197;3202;x
3203;22;150;228;3203;x
3204;125;113;183;3204;x
3205;96;127;194;3205;x
3206;35;99;145;3206;x
3207;17;78;172;3207;x
3208;123;86;159;3208;x
3209;22;145;121;3209;x
3210;81;80;135;3210;x
3211;125;99;135;3211;x
3212;41;150;175;3212;x
3213;108;134;116;3213;x
3214;16;96;123;3214;x
3215;99;161;210;3215;x
3216;84;161;234;3216;x
3217;21;77;237;3217;x
3218;71;193;217;3218;x
3219;70;120;140;3219;x
3220;36;132;118;3220;x
3221;66;157;122;3221;x
3222;135;183;178;3222;x
3223;67;166;180;3223;x
3224;36;163;183;Blacklight Bay;x
3225;106;184;217;3225;x
3226;52;134;204;3226;x
3227;31;110;149;3227;x
3228;129;104;177;3228;x
3229;29;133;188;3229;x
3230;20;159;186;3230;x
3231;34;123;173;3231;x
3232;74;109;205;3232;x
3233;69;117;200;3233;x
3234;85;161;143;3234;x
3235;130;124;187;3235;x
3236;28;126;208;3236;x
3237;96;69;115;3237;x
3238;119;185;232;3238;x
3239;81;106;117;3239;x
3240;121;181;132;3240;x
3241;115;135;210;3241;x
3242;114;77;110;3242;x
3243;78;99;232;3243;x
3244;29;171;232;3244;x
3245;91;174;224;3245;x
3246;37;92;227;3246;x
3247;90;122;208;3247;x
3248;129;177;171;3248;x
3249;22;91;161;3249;x
3250;80;169;114;3250;x
3251;64;135;120;3251;x
3252;75;191;129;3252;x
3253;27;183;227;3253;x
3254;78;147;222;3254;x
3255;32;128;129;3255;x
3256;98;168;198;3256;x
3257;26;75;222;3257;x
3258;57;144;194;3258;x
3259;84;89;173;3259;x
3260;124;95;161;3260;x
3261;53;98;171;3261;x
3262;125;90;221;3262;x
3263;44;173;200;3263;x
3264;23;123;150;3264;x
3265;85;95;121;3265;x
3266;113;81;229;3266;x
3267;91;191;157;3267;x
3268;85;150;192;3268;x
3269;99;107;179;3269;x
3270;99;178;198;3270;x
3271;107;84;184;3271;x
3272;75;180;128;3272;x
3273;77;183;181;3273;x
3274;65;80;183;3274;x
3275;45;158;124;3275;x
3276;37;180;222;3276;x
3277;121;128;166;3277;x
3278;87;80;228;3278;x
3279;46;105;196;3279;x
3280;14;68;134;3280;x
3281;61;153;206;3281;x
3282;35;174;159;3282;x
3283;83;94;172;3283;x
3284;78;184;184;3284;x
3285;79;96;172;3285;x
3286;77;89;224;3286;x
3287;134;89;223;3287;x
3288;25;117;212;3288;x
3289;84;135;206;3289;x
3290;34;182;205;3290;x
3291;47;152;192;3291;x
3292;70;80;150;3292;x
3293;116;81;172;3293;x
3294;134;180;188;3294;x
3295;131;172;149;3295;x
3296;46;185;172;3296;x
3297;38;109;114;3297;x
3298;47;179;224;3298;x
3299;123;87;173;3299;x
3300;85;140;199;3300;x
3301;80;79;176;3301;x
3302;110;132;114;3302;x
3303;96;104;156;3303;x
3304;23;100;124;3304;x
3305;68;68;128;3305;x
3306;76;166;120;3306;x
3307;123;193;185;3307;x
3308;118;127;191;3308;x
3309;103;141;123;3309;x
3310;22;111;165;3310;x
3311;55;107;236;3311;x
3312;99;71;112;3312;x
3313;15;127;114;3313;x
3314;73;110;179;3314;x
3315;26;101;114;3315;x
3316;71;114;114;3316;x
3317;116;80;124;3317;x
3318;51;106;196;3318;x
3319;107;136;219;3319;x
3320;88;75;152;3320;x
3321;105;190;176;3321;x
3322;28;146;197;3322;x
3323;19;170;163;3323;x
3324;133;142;200;3324;x
3325;42;101;224;3325;x
3326;46;166;205;3326;x
3327;132;141;148;3327;x
3328;130;76;171;3328;x
3329;80;117;196;3329;x
3330;21;87;165;3330;x
3331;121;157;118;3331;x
3332;89;150;223;3332;x
3333;28;181;186;3333;x
3334;102;121;140;3334;x
3335;119;151;237;3335;x
3336;45;158;189;3336;x
3337;109;82;148;3337;x
3338;23;117;153;3338;x
3339;35;75;224;3339;x
3340;108;177;190;3340;x
3341;88;193;147;3341;x
3342;124;87;162;3342;x
3343;94;156;170;3343;x
3344;104;153;232;3344;x
3345;65;125;230;3345;x
3346;89;155;217;3346;x
3347;132;138;185;3347;x
3348;22;123;132;3348;x
3349;54;191;188;3349;x
3350;88;123;122;3350;x
3351;124;174;228;3351;x
3352;104;82;165;3352;x
3353;95;91;203;3353;x
3354;70;110;202;3354;x
3355;63;108;122;3355;x
3356;131;133;162;3356;x
3357;28;109;133;3357;x
3358;100;189;126;3358;x
3359;32;100;209;3359;x
3360;87;192;209;3360;x
3361;37;127;170;3361;x
3362;72;159;117;3362;x
3363;104;72;179;3363;x
3364;66;92;230;3364;x
3365;118;155;190;3365;x
3366;60;80;113;3366;x
3367;111;136;163;3367;x
3368;18;67;171;3368;x
3369;88;141;135;3363;x
3370;86;183;226;3370;x
3371;54;154;211;3371;x
3372;13;108;161;3372;x
3373;130;149;139;3373;x
3374;81;86;152;3374;x
3375;83;87;129;3375;x
3376;60;81;209;3376;x
3377;135;178;232;3377;x
3378;70;188;197;3378;x
3379;90;105;177;3379;x
3380;53;100;181;3380;x
3381;58;101;192;3381;x
3382;79;107;227;3382;x
3383;48;180;142;3383;x
3384;29;163;230;3384;x
3385;91;165;186;3385;x
3386;56;115;160;3386;x
3387;49;168;183;3387;x
3388;80;99;132;3388;x
3389;68;125;169;3389;x
3390;30;172;224;3390;x
3391;64;169;195;3391;x
3392;22;138;132;3392;x
3393;26;160;162;3393;x
3394;71;176;158;3394;x
3395;59;147;159;3395;x
3396;15;132;221;3396;x
3397;124;86;219;3397;x
3398;104;180;181;3398;x
3399;106;122;217;3399;x
3400;106;126;169;3400;x
3401;114;69;227;3401;x
3402;100;134;221;3402;x
3403;110;121;188;3403;x
3404;59;154;148;3404;x
3405;39;171;160;3405;x
3406;72;156;168;3406;x
3407;55;91;222;3407;x
3408;23;162;190;3408;x
3409;57;154;204;3409;x
3410;132;141;160;3410;x
3411;31;72;195;3411;x
3412;136;123;228;3412;x
3413;103;123;153;3413;x
3414;84;144;191;3414;x
3415;37;154;174;3415;x
3416;123;141;163;3416;x
3417;84;119;151;3417;x
3418;13;145;131;3418;x
3419;66;142;144;3419;x
3420;84;171;209;3420;x
3421;41;144;185;3421;x
3422;24;94;132;3422;x
3423;113;182;125;3423;x
3424;130;90;167;3424;x
3425;27;126;223;3425;x
3426;44;173;200;3426;x
3427;125;90;221;3427;x
3428;16;180;136;3428;x
3429;31;151;157;3429;x
3430;101;140;175;3430;x
3431;22;156;180;3431;x
3432;122;103;130;3432;x
3433;37;174;164;3433;x
3434;77;135;159;3434;x
3435;91;146;114;3435;x
3436;35;189;210;3436;x
3437;23;168;112;3437;x
3438;104;119;118;3438;x
3439;26;103;176;3439;x
3440;127;73;181;3440;x
3441;110;186;194;3441;x
3442;102;192;142;3442;x
3443;110;165;237;3443;x
3444;23;94;143;3444;x
3445;35;128;196;3445;x
3446;41;170;153;3446;x
3447;40;78;209;3447;x
3448;115;113;135;3448;x
3449;17;171;217;3449;x
3450;55;86;140;3450;x
3451;77;109;154;3451;x
3452;118;182;231;3452;x
3453;114;188;173;3453;x
3454;92;73;137;3454;x
3455;58;89;190;3455;x
3456;108;152;134;3456;x
3457;43;186;128;3457;x
3458;137;108;183;3458;x
3459;94;84;210;3459;x
3460;56;164;167;3460;x
3461;26;141;151;4461;x
3462;23;78;111;3462;x
3463;74;173;117;3463;x
3464;77;115;195;3464;x
3465;103;104;184;3465;x
3466;57;110;143;3466;x
3467;86;137;166;3467;x
3468;131;133;143;3468;x
3469;113;186;233;3469;x
3470;59;180;131;3470;x
3471;27;116;198;3471;x
3472;60;164;224;3472;x
3473;97;88;217;3473;x
3474;30;184;191;3474;x
3475;96;102;215;3475;x
3476;75;139;151;3476;x
3477;21;75;232;3477;x
3478;134;168;188;3478;x
